1,0.456013541,238
1,0.354198282,275
1,0.41812714,206
1,0.568268316,145
1,0.228787109,536
1,0.391049444,143
1,0.691579582,232
1,0.581636383,237
1,0.496132771,148
1,0.589960319,262
1,0.379962775,280
1,0.733549604,445
1,0.706386082,262
1,0.454654354,160
1,0.837071117,289
1,0.713634753,286
1,0.556638492,281
1,0.294971475,358
1,0.667793146,143
1,0.668209102,801
1,0.71792188,125
1,0.68430109,355
1,0.650417262,230
1,0.787520547,309
1,0.636133926,346
1,0.704303704,100
1,0.653784738,780
1,0.350396752,199
1,0.577837239,396
1,0.515364141,466
1,0.786591465,197
1,0.415625535,253
1,0.790322375,605
1,0.514325979,536
1,0.697411788,699
1,0.456447744,341
1,0.711903977,113
1,0.715081647,239
1,0.280680817,303
1,0.572454168,398
1,0.55354221,169
1,0.638599716,376
1,0.655287357,391
1,0.642636182,168
1,0.654863926,292
1,0.73236706,371
1,0.548926573,123
1,0.68055003,557
1,0.585548429,652
1,0.795673633,686
1,0.501031716,241
1,0.244133855,549
1,0.660591806,310
1,0.548871662,132
1,0.405358855,198
1,0.731708901,148
1,0.200303105,331
1,0.755829762,103
1,0.545674732,105
1,0.228787109,536
1,0.599058845,120
1,0.568072312,669
1,0.837850681,1155
1,0.567616764,411
1,0.48982768,209
-1,0.706244273,0
-1,0.657083576,17
-1,0.73696063,0
-1,0.77337094,2
-1,0.84806488,0
-1,0.235372254,0
-1,0.822485706,13
-1,0.696389186,21
-1,0.861825465,9
-1,0.435849379,48
-1,0.940070572,1
-1,0.188094697,0
-1,0.394568305,1
-1,0.82021822,11
-1,0.669397124,44
-1,0.870582855,2
-1,0.710969762,5
-1,0.506721622,14
-1,0.767089174,34
-1,0.583379559,23
-1,0.764054242,34
-1,0.194615869,0
-1,0.663065209,5
-1,0.653775009,5
-1,0.417941073,53
-1,0.279361617,5
-1,0.600807588,2
-1,0.404850882,24
-1,0.758303508,23
-1,0.65377659,5
-1,0.700559664,132
-1,0.249918792,0
-1,0.109434823,12
-1,0.804547393,2
-1,0.32436654,1
-1,0.75768132,44
-1,0.873274004,39
-1,0.660531009,20
-1,0.404964723,25
-1,0.454015264,22
-1,1,0
-1,0.743005813,3
-1,0.407516924,1
-1,0.891814159,2
-1,0.405365723,7
-1,0.867301924,0
-1,0.810012318,24
-1,0.373796762,46
-1,0.372938153,82
-1,0.682322379,41
-1,0.663991237,19
-1,1,0
-1,0.909332739,2
-1,0.655492523,40
-1,0.266500718,154
-1,0.466791505,51
-1,0.600709559,44
-1,0.722439854,3
-1,1,0
-1,0.080022449,0
-1,0.500891159,33
-1,0.764011826,39
-1,0.789817112,12
-1,0.152419839,0
-1,0.468605959,23
-1,0.273126547,9
-1,0.763162593,65
-1,0.584265145,21
-1,0.430539221,34
